order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,net_sales
23584.0,Order Finished,Alan Barnes,2012-03-12,14.0,5342420.0,0.06,320545.0,Technology,Office Machines,5021875.0
24007.0,Order Finished,Joy Bell,2010-08-26,26.0,1063320.0,0.08,85066.0,Technology,Computer Peripherals,978254.0
24038.0,Order Finished,Jack Lebron,2011-06-20,38.0,206140.0,0.1,20614.0,Office Supplies,Pens & Art Supplies,185526.0
24097.0,Order Finished,Anthony Johnson,2010-08-04,1.0,34380.0,0.0,0.0,Technology,Computer Peripherals,34380.0
24128.0,Order Finished,Eugene Barchas,2010-11-23,13.0,541260.0,0.1,54126.0,Office Supplies,Paper,487134.0
24294.0,Order Finished,Thomas Seio,2009-08-02,24.0,9731440.0,0.03,291943.0,Technology,Office Machines,9439497.0
24387.0,Order Finished,Bryan Mills,2011-08-10,23.0,2006620.0,0.01,20066.0,Furniture,Office Furnishings,1986554.0
24515.0,Order Finished,Eugene Barchas,2010-05-06,41.0,6102540.0,0.1,610254.0,Technology,Office Machines,5492286.0
24743.0,Order Finished,Sylvia Foulston,2012-06-28,47.0,19267180.0,0.06,1156031.0,Furniture,Chairs & Chairmats,18111149.0
24871.0,Order Finished,Carl Ludwig,2011-03-23,6.0,287560.0,0.04,11502.0,Furniture,Office Furnishings,276058.0
25318.0,Order Finished,Julia West,2011-11-19,22.0,881840.0,0.05,44092.0,Furniture,Office Furnishings,837748.0
25377.0,Order Finished,Don Jones,2012-11-26,3.0,8687020.0,0.09,781832.0,Technology,Office Machines,7905188.0
25634.0,Order Finished,Mike Pelletier,2010-07-29,29.0,1186640.0,0.03,35599.0,Technology,Computer Peripherals,1151041.0
25733.0,Order Finished,Eugene Barchas,2012-05-12,24.0,1114460.0,0.09,100301.0,Office Supplies,Binders and Binder Accessories,1014159.0
25767.0,Order Finished,Ann Chong,2012-03-03,7.0,523760.0,0.08,41901.0,Technology,Computer Peripherals,481859.0
26023.0,Order Finished,Charles McCrossin,2010-08-20,49.0,241540.0,0.03,7246.0,Office Supplies,Rubber Bands,234294.0
26051.0,Order Finished,Annie Cyprus,2010-06-27,22.0,1591480.0,0.0,0.0,Furniture,Chairs & Chairmats,1591480.0
26116.0,Order Finished,Carlos Soltero,2012-10-29,36.0,1394820.0,0.04,55793.0,Office Supplies,Paper,1339027.0
26182.0,Order Finished,Doug Bickford,2010-01-16,30.0,9369800.0,0.01,93698.0,Furniture,Bookcases,9276102.0
26272.0,Order Finished,Carlos Daly,2012-06-29,6.0,1811880.0,0.04,72475.0,Furniture,Chairs & Chairmats,1739405.0
26370.0,Order Finished,Fred Wasserman,2011-08-08,12.0,540460.0,0.08,43237.0,Office Supplies,Paper,497223.0
26499.0,Order Finished,Sylvia Foulston,2010-02-21,11.0,64800.0,0.05,3240.0,Office Supplies,Labels,61560.0
26531.0,Order Finished,Michelle Lonsdale,2011-06-20,26.0,9377897.0,0.0,0.0,Technology,Telephones and Communication,9377897.0
26567.0,Order Finished,Sylvia Foulston,2009-09-04,8.0,101400.0,0.08,8112.0,Office Supplies,Binders and Binder Accessories,93288.0
26854.0,Order Finished,Charlotte Melton,2009-06-21,1.0,68220.0,0.02,1364.0,Furniture,Office Furnishings,66856.0
27109.0,Order Finished,Barry French,2012-02-08,48.0,1076440.0,0.01,10764.0,Technology,Computer Peripherals,1065676.0
27111.0,Order Finished,Heather Kirkland,2009-03-11,11.0,2128460.0,0.06,127708.0,Technology,Computer Peripherals,2000752.0
27264.0,Order Finished,Henry Goldwyn,2011-06-04,3.0,148100.0,0.02,2962.0,Furniture,Office Furnishings,145138.0
27392.0,Order Finished,Frank Price,2012-03-02,37.0,11507700.0,0.0,0.0,Technology,Office Machines,11507700.0
27553.0,Order Finished,Jim Radford,2011-08-12,48.0,36470940.0,0.03,1094128.0,Office Supplies,Storage & Organization,35376812.0
27555.0,Order Finished,Ralph Knight,2009-09-01,32.0,418840.0,0.1,41884.0,Office Supplies,Paper,376956.0
27680.0,Order Finished,Delfina Latchford,2010-01-26,32.0,648800.0,0.1,64880.0,Office Supplies,Appliances,583920.0
27778.0,Order Finished,Roy Skaria,2011-09-02,1.0,465340.0,0.02,9307.0,Office Supplies,Binders and Binder Accessories,456033.0
27909.0,Order Finished,Monica Federle,2012-02-07,1.0,124520.0,0.09,11207.0,Office Supplies,Paper,113313.0
28003.0,Order Returned,Charles McCrossin,2011-03-19,31.0,315580.0,0.09,28402.0,Office Supplies,Paper,287178.0
28035.0,Order Finished,Don Miller,2011-05-08,19.0,752420.0,0.03,22573.0,Office Supplies,Binders and Binder Accessories,729847.0
28135.0,Order Finished,Jeremy Lonsdale,2009-09-25,37.0,3202480.0,0.08,256198.0,Office Supplies,Appliances,2946282.0
28165.0,Order Finished,Grant Carroll,2012-07-09,2.0,49920.0,0.05,2496.0,Office Supplies,Binders and Binder Accessories,47424.0
28289.0,Order Finished,Carl Ludwig,2010-01-14,31.0,333520.0,0.01,3335.0,Office Supplies,Paper,330185.0
28486.0,Order Finished,Carlos Daly,2009-08-26,2.0,1622260.0,0.08,129781.0,Office Supplies,Storage & Organization,1492479.0
28675.0,Order Finished,Ralph Knight,2009-10-08,15.0,1645685.0,0.1,164569.0,Technology,Telephones and Communication,1481116.0
28870.0,Order Finished,Cindy Schnelling,2011-11-10,35.0,6621891.0,0.05,331095.0,Technology,Telephones and Communication,6290796.0
28871.0,Order Finished,Claudia Miner,2012-04-15,10.0,110040.0,0.08,8803.0,Technology,Computer Peripherals,101237.0
29030.0,Order Finished,Roy Skaria,2012-01-02,10.0,385160.0,0.05,19258.0,Office Supplies,Pens & Art Supplies,365902.0
29095.0,Order Returned,Delfina Latchford,2011-03-08,40.0,583340.0,0.01,5833.0,Office Supplies,Binders and Binder Accessories,577507.0
29287.0,Order Finished,Edward Hooks,2009-07-02,50.0,562780.0,0.1,56278.0,Office Supplies,Binders and Binder Accessories,506502.0
29510.0,Order Finished,Don Miller,2011-04-15,22.0,12247880.0,0.01,122479.0,Furniture,Bookcases,12125401.0
29795.0,Order Finished,Grant Carroll,2011-11-25,49.0,38650400.0,0.05,1932520.0,Office Supplies,Binders and Binder Accessories,36717880.0
29795.0,Order Cancelled,Grant Carroll,2011-11-25,49.0,38650400.0,0.05,1932520.0,Office Supplies,Binders and Binder Accessories,36717880.0
29861.0,Order Returned,Brad Eason,2012-04-25,11.0,70340.0,0.03,2110.0,Office Supplies,Labels,68230.0
30658.0,Order Finished,Charles McCrossin,2011-03-26,35.0,34775300.0,0.08,2782024.0,Technology,Copiers and Fax,31993276.0
30947.0,Order Finished,Charles McCrossin,2010-07-14,17.0,1383180.0,0.03,41495.0,Office Supplies,Binders and Binder Accessories,1341685.0
31077.0,Order Finished,Bryan Mills,2010-10-23,36.0,3910153.0,0.06,234609.0,Technology,Telephones and Communication,3675544.0
31111.0,Order Finished,Monica Federle,2009-08-24,27.0,435860.0,0.03,13076.0,Office Supplies,Paper,422784.0
31169.0,Order Finished,Michelle Lonsdale,2011-06-09,6.0,509520.0,0.06,30571.0,Furniture,Office Furnishings,478949.0
31270.0,Order Finished,Michelle Lonsdale,2012-11-23,21.0,13613320.0,0.0,0.0,Furniture,Chairs & Chairmats,13613320.0
31364.0,Order Finished,Beth Thompson,2009-05-01,2.0,1578020.0,0.07,110461.0,Office Supplies,Storage & Organization,1467559.0
31393.0,Order Finished,Cindy Schnelling,2012-05-11,4.0,195140.0,0.04,7806.0,Furniture,Office Furnishings,187334.0
31492.0,Order Finished,Nicole Hansen,2010-10-15,26.0,643360.0,0.04,25734.0,Office Supplies,Appliances,617626.0
31558.0,Order Finished,Cari Schnelling,2011-07-23,12.0,7342600.0,0.04,293704.0,Office Supplies,Appliances,7048896.0
31618.0,Order Finished,Roy Skaria,2011-07-11,14.0,806340.0,0.02,16127.0,Office Supplies,Binders and Binder Accessories,790213.0
31684.0,Order Finished,Susan Vittorini,2012-09-16,15.0,179940.0,0.02,3599.0,Office Supplies,Paper,176341.0
31781.0,Order Finished,Sylvia Foulston,2009-01-16,46.0,498040.0,0.1,49804.0,Office Supplies,Binders and Binder Accessories,448236.0
31781.0,Order Cancelled,Sylvia Foulston,2009-01-16,46.0,498040.0,0.1,49804.0,Office Supplies,Binders and Binder Accessories,448236.0
32193.0,Order Finished,Chad Cunningham,2010-10-20,4.0,81440.0,0.1,8144.0,Office Supplies,Paper,73296.0
32229.0,Order Finished,Carlos Daly,2010-08-30,8.0,2438380.0,0.02,48768.0,Technology,Office Machines,2389612.0
32743.0,Order Finished,Grant Carroll,2010-05-07,19.0,7097340.0,0.01,70973.0,Office Supplies,Appliances,7026367.0
32806.0,Order Finished,Julia West,2011-06-21,8.0,357560.0,0.02,7151.0,Furniture,Office Furnishings,350409.0
33123.0,Order Finished,Roy Skaria,2010-11-24,41.0,12091960.0,0.08,967357.0,Furniture,Bookcases,11124603.0
33159.0,Order Finished,Cindy Schnelling,2012-04-27,3.0,113390.0,0.01,1134.0,Technology,Telephones and Communication,112256.0
33186.0,Order Finished,Don Jones,2012-08-28,24.0,2701062.0,0.01,27011.0,Technology,Telephones and Communication,2674051.0
33377.0,Order Finished,Beth Thompson,2011-07-31,20.0,200800.0,0.06,12048.0,Office Supplies,Paper,188752.0
33444.0,Order Finished,Alan Barnes,2012-10-06,11.0,61020.0,0.09,5492.0,Office Supplies,Pens & Art Supplies,55528.0
33703.0,Order Finished,Carl Ludwig,2010-02-06,4.0,484720.0,0.08,38778.0,Technology,Computer Peripherals,445942.0
33734.0,Order Finished,Jamie Kunitz,2011-10-17,13.0,743880.0,0.05,37194.0,Office Supplies,Paper,706686.0
33888.0,Order Finished,Heather Kirkland,2009-08-20,31.0,698860.0,0.04,27954.0,Office Supplies,Binders and Binder Accessories,670906.0
33894.0,Order Finished,Doug Bickford,2010-06-14,14.0,281320.0,0.0,0.0,Office Supplies,Paper,281320.0
33922.0,Order Finished,Carlos Daly,2010-02-27,31.0,30503000.0,0.06,1830180.0,Technology,Office Machines,28672820.0
34177.0,Order Finished,Toby Braunhardt,2009-08-15,13.0,68840.0,0.02,1377.0,Office Supplies,Labels,67463.0
34215.0,Order Finished,Cari Schnelling,2011-05-14,6.0,71300.0,0.02,1426.0,Office Supplies,Binders and Binder Accessories,69874.0
